YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Gender,Race,Age,Education,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2002,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2000,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2005,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2002,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2010,OH,Ohio,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2012,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2000,TX,Texas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2016,WI,Wisconsin,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2007,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2004,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2002,FL,Florida,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2014,MN,Minnesota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
1999,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2011,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2010,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2004,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2008,IA,Iowa,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2000,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2001,RI,Rhode Island,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2002,FL,Florida,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2014,OH,Ohio,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2011,HI,Hawaii,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2002,NY,New York,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2015,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2011,SC,South Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2006,IL,Illinois,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2007,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2008,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2009,CT,Connecticut,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2000,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2002,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2005,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2010,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2009,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2014,AL,Alabama,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2011,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2000,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2006,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2015,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2002,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
1999,NC,North Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2000,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2007,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2002,IA,Iowa,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2005,UT,Utah,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2002,MA,Massachusetts,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2007,CT,Connecticut,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2008,OH,Ohio,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2009,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2014,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2003,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2010,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2002,DE,Delaware,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2004,VT,Vermont,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2009,GA,Georgia,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2002,CT,Connecticut,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
1999,KS,Kansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2013,IN,Indiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2015,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2013,NC,North Carolina,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2013,WV,West Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2000,CA,California,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2009,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2000,WI,Wisconsin,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2011,NC,North Carolina,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2000,CO,Colorado,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2006,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2011,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2009,GA,Georgia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,Middle School,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2009,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2000,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2015,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
1999,TN,Tennessee,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,High School,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2013,WV,West Virginia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2007,AZ,Arizona,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2009,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2005,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2014,PA,Pennsylvania,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2005,AR,Arkansas,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2000,TN,Tennessee,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2008,NJ,New Jersey,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2000,NY,New York,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2004,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2002,KY,Kentucky,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2009,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2005,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2009,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2007,VA,Virginia,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,Middle School,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2007,SC,South Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,Male,All Races,All Ages,High School,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2009,MS,Mississippi,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2009,CT,Connecticut,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2008,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Male,All Races,All Ages,Middle School,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2001,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2010,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2010,AL,Alabama,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Female,All Races,All Ages,Middle School,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2003,MS,Mississippi,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,Unknown,%,Percentage,Overall,All Races,All Ages,High School,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2000,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,High School,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2005,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2003,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,Overall,All Races,All Ages,Middle School,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2005,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,Male,All Races,All Ages,High School,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2005,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2002,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,High School,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2006,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,Female,All Races,All Ages,Middle School,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2000,WI,Wisconsin,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,Unknown,%,Percentage,Male,All Races,All Ages,High School,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
1999,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,Female,All Races,All Ages,High School,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
